Sex,AgeGroup,Color1,Color2,Color3,Flower1,Flower2,Flower3
Feminin,Under 18,Negru,Bej,Maro,Crocus,Dahlia,Daisy
Masculin,46+,Albastru,Bej,Maro,Dahlia,Sunflower,Daisy
Feminin,Under 18,Negru,Albastru,Maro,Carnation,Dahlia,Hyacinth
Feminin,Under 18,Albastru,Bej,Maro,Daisy,Crocus,Sunflower
Feminin,46+,Maro,Bej,Negru,Daisy,Crocus,Sunflower
Feminin,Under 18,Albastru,Negru,Portocaliu,Hyacinth,Crocus,Daisy
Feminin,Under 18,Portocaliu,Albastru,Negru,Crocus,Orchid,Carnation
Masculin,46+,Bej,Albastru,Portocaliu,Dahlia,Hyacinth,Crocus
Masculin,Under 18,Portocaliu,Maro,Albastru,Dahlia,Sunflower,Carnation
Feminin,46+,Bej,Portocaliu,Negru,Daisy,Sunflower,Crocus
Feminin,Under 18,Negru,Maro,Portocaliu,Sunflower,Crocus,Dahlia
Feminin,46+,Bej,Maro,Negru,Dahlia,Orchid,Daisy
Feminin,46+,Maro,Albastru,Portocaliu,Orchid,Crocus,Dahlia
Masculin,Under 18,Bej,Negru,Maro,Carnation,Hyacinth,Crocus
Feminin,Under 18,Negru,Albastru,Portocaliu,Carnation,Daisy,Sunflower
Masculin,46+,Negru,Portocaliu,Albastru,Crocus,Hyacinth,Orchid
Feminin,46+,Albastru,Negru,Bej,Daisy,Dahlia,Hyacinth
Feminin,46+,Maro,Bej,Albastru,Carnation,Dahlia,Daisy
Feminin,46+,Portocaliu,Bej,Albastru,Orchid,Dahlia,Crocus
Feminin,Under 18,Portocaliu,Negru,Bej,Crocus,Hyacinth,Carnation
Feminin,46+,Negru,Albastru,Bej,Daisy,Orchid,Sunflower
Feminin,46+,Maro,Albastru,Negru,Orchid,Sunflower,Carnation
Feminin,Under 18,Portocaliu,Albastru,Negru,Carnation,Sunflower,Crocus
Feminin,Under 18,Albastru,Bej,Negru,Daisy,Orchid,Carnation
Masculin,46+,Maro,Bej,Portocaliu,Orchid,Daisy,Carnation
Feminin,Under 18,Negru,Maro,Bej,Daisy,Sunflower,Carnation
Masculin,Under 18,Portocaliu,Negru,Maro,Sunflower,Hyacinth,Crocus
Masculin,46+,Albastru,Maro,Bej,Sunflower,Dahlia,Orchid
Masculin,Under 18,Albastru,Portocaliu,Negru,Sunflower,Orchid,Crocus
Feminin,46+,Portocaliu,Bej,Albastru,Daisy,Crocus,Hyacinth
Feminin,Under 18,Negru,Portocaliu,Albastru,Daisy,Carnation,Dahlia
Masculin,Under 18,Portocaliu,Albastru,Bej,Daisy,Carnation,Dahlia
Feminin,46+,Albastru,Bej,Portocaliu,Dahlia,Hyacinth,Orchid
Feminin,46+,Portocaliu,Maro,Negru,Orchid,Daisy,Carnation
Masculin,46+,Portocaliu,Negru,Albastru,Hyacinth,Crocus,Sunflower
Masculin,Under 18,Bej,Albastru,Maro,Sunflower,Daisy,Hyacinth
Feminin,46+,Albastru,Bej,Maro,Orchid,Dahlia,Daisy
Masculin,46+,Bej,Portocaliu,Albastru,Daisy,Hyacinth,Dahlia
Feminin,Under 18,Portocaliu,Albastru,Maro,Dahlia,Sunflower,Hyacinth
Masculin,46+,Negru,Portocaliu,Maro,Hyacinth,Carnation,Crocus
Masculin,46+,Albastru,Maro,Bej,Daisy,Orchid,Carnation
Masculin,46+,Bej,Portocaliu,Albastru,Crocus,Sunflower,Orchid
Masculin,46+,Maro,Albastru,Portocaliu,Crocus,Sunflower,Daisy
Feminin,46+,Negru,Bej,Maro,Hyacinth,Sunflower,Dahlia
Feminin,46+,Bej,Albastru,Negru,Crocus,Carnation,Daisy
Masculin,Under 18,Maro,Albastru,Negru,Daisy,Dahlia,Orchid
Masculin,46+,Portocaliu,Negru,Albastru,Dahlia,Daisy,Hyacinth
Masculin,46+,Maro,Negru,Bej,Sunflower,Orchid,Daisy
Feminin,Under 18,Bej,Maro,Albastru,Dahlia,Daisy,Sunflower
Masculin,46+,Negru,Bej,Albastru,Daisy,Hyacinth,Carnation
Feminin,Under 18,Negru,Maro,Portocaliu,Crocus,Daisy,Carnation
Masculin,Under 18,Negru,Bej,Maro,Sunflower,Crocus,Daisy
Feminin,Under 18,Maro,Bej,Negru,Dahlia,Daisy,Hyacinth
Masculin,46+,Maro,Bej,Negru,Crocus,Sunflower,Daisy
Feminin,Under 18,Maro,Albastru,Bej,Dahlia,Sunflower,Orchid
Feminin,Under 18,Maro,Albastru,Bej,Carnation,Hyacinth,Daisy
Feminin,Under 18,Albastru,Portocaliu,Maro,Daisy,Carnation,Sunflower
Masculin,46+,Bej,Maro,Portocaliu,Hyacinth,Sunflower,Crocus
Feminin,46+,Portocaliu,Maro,Negru,Sunflower,Hyacinth,Crocus
Masculin,Under 18,Bej,Albastru,Portocaliu,Crocus,Dahlia,Orchid
Masculin,Under 18,Albastru,Maro,Portocaliu,Hyacinth,Sunflower,Carnation
Masculin,46+,Negru,Maro,Albastru,Sunflower,Dahlia,Hyacinth
Masculin,Under 18,Bej,Portocaliu,Albastru,Dahlia,Hyacinth,Crocus
Masculin,Under 18,Bej,Negru,Albastru,Orchid,Hyacinth,Daisy
Feminin,Under 18,Bej,Albastru,Maro,Hyacinth,Crocus,Orchid
Feminin,46+,Albastru,Maro,Negru,Orchid,Dahlia,Hyacinth
Masculin,Under 18,Negru,Maro,Bej,Carnation,Daisy,Orchid
Feminin,Under 18,Maro,Albastru,Portocaliu,Carnation,Hyacinth,Daisy
Masculin,Under 18,Maro,Negru,Portocaliu,Orchid,Hyacinth,Carnation
Feminin,46+,Portocaliu,Albastru,Negru,Hyacinth,Daisy,Orchid
Feminin,46+,Bej,Albastru,Portocaliu,Carnation,Daisy,Crocus
Feminin,Under 18,Maro,Albastru,Negru,Carnation,Hyacinth,Orchid
Feminin,Under 18,Bej,Maro,Negru,Orchid,Carnation,Hyacinth
Masculin,46+,Bej,Maro,Portocaliu,Crocus,Orchid,Dahlia
Feminin,46+,Portocaliu,Maro,Bej,Carnation,Hyacinth,Sunflower
Feminin,46+,Albastru,Bej,Maro,Crocus,Carnation,Hyacinth
Masculin,46+,Bej,Maro,Negru,Orchid,Hyacinth,Daisy
Feminin,Under 18,Bej,Maro,Portocaliu,Carnation,Crocus,Orchid
Masculin,46+,Albastru,Portocaliu,Negru,Dahlia,Orchid,Sunflower
Feminin,Under 18,Portocaliu,Albastru,Negru,Daisy,Dahlia,Sunflower
Feminin,Under 18,Maro,Portocaliu,Negru,Hyacinth,Dahlia,Daisy
Masculin,Under 18,Portocaliu,Negru,Bej,Sunflower,Dahlia,Carnation
Masculin,46+,Negru,Portocaliu,Bej,Hyacinth,Orchid,Carnation
Feminin,46+,Portocaliu,Bej,Negru,Daisy,Sunflower,Crocus
Masculin,Under 18,Maro,Portocaliu,Bej,Orchid,Dahlia,Daisy
Feminin,Under 18,Portocaliu,Negru,Maro,Dahlia,Crocus,Daisy
Masculin,46+,Negru,Portocaliu,Albastru,Daisy,Orchid,Sunflower
Feminin,Under 18,Bej,Albastru,Maro,Daisy,Hyacinth,Dahlia
Feminin,Under 18,Maro,Albastru,Portocaliu,Dahlia,Carnation,Sunflower
Masculin,46+,Albastru,Bej,Maro,Carnation,Hyacinth,Sunflower
Masculin,Under 18,Portocaliu,Maro,Negru,Carnation,Hyacinth,Daisy
Feminin,46+,Portocaliu,Bej,Maro,Dahlia,Carnation,Hyacinth
Masculin,Under 18,Albastru,Portocaliu,Bej,Crocus,Carnation,Orchid
Feminin,Under 18,Portocaliu,Albastru,Maro,Dahlia,Orchid,Daisy
Masculin,Under 18,Bej,Portocaliu,Negru,Crocus,Carnation,Orchid
Masculin,46+,Albastru,Bej,Negru,Dahlia,Daisy,Crocus
Masculin,46+,Maro,Negru,Portocaliu,Hyacinth,Dahlia,Orchid
Masculin,Under 18,Maro,Albastru,Portocaliu,Daisy,Orchid,Crocus
Feminin,Under 18,Portocaliu,Bej,Maro,Orchid,Sunflower,Dahlia
Feminin,46+,Portocaliu,Maro,Albastru,Sunflower,Dahlia,Daisy
Feminin,Under 18,Maro,Negru,Bej,Carnation,Daisy,Orchid
Masculin,Under 18,Negru,Maro,Albastru,Daisy,Dahlia,Hyacinth
Masculin,Under 18,Negru,Maro,Albastru,Daisy,Sunflower,Carnation
Feminin,46+,Maro,Albastru,Bej,Sunflower,Hyacinth,Daisy
Feminin,46+,Bej,Negru,Portocaliu,Daisy,Dahlia,Sunflower
Masculin,Under 18,Negru,Maro,Portocaliu,Dahlia,Carnation,Daisy
Feminin,46+,Maro,Bej,Albastru,Dahlia,Crocus,Carnation
Masculin,46+,Bej,Portocaliu,Maro,Carnation,Orchid,Crocus
Masculin,Under 18,Albastru,Negru,Portocaliu,Carnation,Hyacinth,Sunflower
Masculin,46+,Maro,Bej,Negru,Orchid,Crocus,Hyacinth
Feminin,Under 18,Maro,Bej,Negru,Carnation,Hyacinth,Crocus
Feminin,46+,Negru,Bej,Albastru,Sunflower,Carnation,Dahlia
Feminin,Under 18,Portocaliu,Bej,Albastru,Sunflower,Dahlia,Orchid
Masculin,46+,Bej,Negru,Portocaliu,Hyacinth,Crocus,Orchid
Feminin,Under 18,Albastru,Portocaliu,Bej,Orchid,Carnation,Sunflower
Feminin,46+,Albastru,Bej,Negru,Dahlia,Daisy,Carnation
Feminin,Under 18,Albastru,Maro,Portocaliu,Dahlia,Crocus,Orchid
Feminin,46+,Portocaliu,Maro,Negru,Daisy,Carnation,Hyacinth
Feminin,46+,Negru,Maro,Portocaliu,Daisy,Hyacinth,Sunflower
Masculin,Under 18,Negru,Bej,Albastru,Crocus,Orchid,Hyacinth
Feminin,46+,Portocaliu,Negru,Albastru,Carnation,Dahlia,Sunflower
Feminin,46+,Bej,Portocaliu,Negru,Sunflower,Daisy,Carnation
Feminin,Under 18,Bej,Negru,Albastru,Dahlia,Crocus,Carnation
Feminin,Under 18,Maro,Bej,Albastru,Sunflower,Crocus,Carnation
Feminin,Under 18,Maro,Negru,Portocaliu,Sunflower,Carnation,Dahlia
Feminin,46+,Negru,Maro,Albastru,Crocus,Sunflower,Hyacinth
Masculin,Under 18,Bej,Albastru,Negru,Sunflower,Hyacinth,Carnation
Masculin,Under 18,Negru,Maro,Bej,Sunflower,Orchid,Dahlia
Feminin,Under 18,Albastru,Negru,Portocaliu,Orchid,Hyacinth,Carnation
Feminin,46+,Negru,Bej,Portocaliu,Carnation,Daisy,Dahlia
Masculin,Under 18,Albastru,Portocaliu,Bej,Sunflower,Hyacinth,Orchid
Feminin,Under 18,Albastru,Portocaliu,Negru,Orchid,Hyacinth,Crocus
Masculin,Under 18,Portocaliu,Albastru,Negru,Orchid,Sunflower,Daisy
Feminin,46+,Bej,Portocaliu,Albastru,Dahlia,Orchid,Daisy
Feminin,46+,Bej,Negru,Albastru,Hyacinth,Crocus,Carnation
Masculin,46+,Albastru,Negru,Portocaliu,Sunflower,Hyacinth,Dahlia
Feminin,46+,Negru,Bej,Portocaliu,Carnation,Crocus,Sunflower
Feminin,Under 18,Albastru,Portocaliu,Bej,Dahlia,Carnation,Crocus
Masculin,46+,Albastru,Bej,Portocaliu,Daisy,Orchid,Crocus
Feminin,Under 18,Portocaliu,Maro,Albastru,Dahlia,Daisy,Hyacinth
Feminin,46+,Bej,Maro,Portocaliu,Crocus,Dahlia,Hyacinth
Feminin,Under 18,Bej,Maro,Negru,Dahlia,Daisy,Carnation
Feminin,46+,Maro,Bej,Portocaliu,Crocus,Orchid,Sunflower
Masculin,Under 18,Albastru,Maro,Portocaliu,Hyacinth,Carnation,Sunflower
Feminin,46+,Portocaliu,Negru,Albastru,Carnation,Orchid,Dahlia
Feminin,Under 18,Negru,Bej,Portocaliu,Sunflower,Hyacinth,Orchid
Feminin,46+,Bej,Albastru,Negru,Hyacinth,Daisy,Orchid
Feminin,Under 18,Maro,Bej,Negru,Sunflower,Dahlia,Carnation
Masculin,46+,Bej,Albastru,Maro,Hyacinth,Sunflower,Dahlia
Feminin,Under 18,Negru,Bej,Maro,Hyacinth,Daisy,Carnation
Feminin,46+,Portocaliu,Bej,Maro,Carnation,Daisy,Crocus
Feminin,46+,Portocaliu,Maro,Negru,Crocus,Hyacinth,Carnation
Masculin,Under 18,Albastru,Bej,Negru,Carnation,Daisy,Orchid
Feminin,46+,Bej,Albastru,Maro,Dahlia,Sunflower,Daisy
Feminin,Under 18,Bej,Albastru,Maro,Carnation,Daisy,Dahlia
Masculin,Under 18,Maro,Negru,Albastru,Sunflower,Carnation,Daisy
Feminin,Under 18,Portocaliu,Bej,Negru,Dahlia,Crocus,Sunflower
Feminin,Under 18,Albastru,Bej,Maro,Daisy,Sunflower,Carnation
Masculin,46+,Albastru,Bej,Maro,Sunflower,Crocus,Daisy
Feminin,46+,Albastru,Bej,Maro,Sunflower,Dahlia,Orchid
Feminin,Under 18,Bej,Negru,Albastru,Daisy,Crocus,Sunflower
Feminin,Under 18,Maro,Albastru,Portocaliu,Daisy,Dahlia,Carnation
Masculin,46+,Negru,Albastru,Maro,Orchid,Crocus,Sunflower
Feminin,Under 18,Albastru,Negru,Maro,Hyacinth,Orchid,Crocus
Feminin,46+,Bej,Albastru,Portocaliu,Crocus,Sunflower,Daisy
Masculin,46+,Negru,Albastru,Portocaliu,Carnation,Dahlia,Orchid
Feminin,46+,Albastru,Portocaliu,Bej,Sunflower,Carnation,Dahlia
Masculin,Under 18,Albastru,Maro,Bej,Daisy,Sunflower,Crocus
Feminin,46+,Maro,Portocaliu,Bej,Sunflower,Dahlia,Crocus
Masculin,Under 18,Bej,Negru,Albastru,Sunflower,Carnation,Crocus
Masculin,Under 18,Negru,Albastru,Portocaliu,Carnation,Hyacinth,Sunflower
Feminin,Under 18,Maro,Bej,Albastru,Hyacinth,Dahlia,Daisy
Feminin,Under 18,Albastru,Maro,Bej,Carnation,Crocus,Daisy
Feminin,46+,Negru,Albastru,Maro,Hyacinth,Dahlia,Daisy
Feminin,46+,Portocaliu,Bej,Negru,Daisy,Sunflower,Carnation
Feminin,Under 18,Portocaliu,Albastru,Negru,Dahlia,Hyacinth,Crocus
Feminin,46+,Negru,Portocaliu,Maro,Daisy,Dahlia,Crocus
Feminin,46+,Negru,Albastru,Bej,Crocus,Carnation,Hyacinth
Feminin,Under 18,Negru,Maro,Bej,Dahlia,Sunflower,Hyacinth
Masculin,46+,Albastru,Bej,Negru,Daisy,Dahlia,Carnation
Masculin,46+,Albastru,Bej,Portocaliu,Crocus,Hyacinth,Daisy
Masculin,Under 18,Maro,Albastru,Bej,Sunflower,Carnation,Orchid
Masculin,Under 18,Albastru,Negru,Bej,Crocus,Daisy,Carnation
Feminin,Under 18,Albastru,Bej,Negru,Orchid,Carnation,Sunflower
Masculin,46+,Albastru,Maro,Bej,Sunflower,Dahlia,Orchid
Feminin,Under 18,Negru,Portocaliu,Bej,Hyacinth,Daisy,Sunflower
Masculin,46+,Portocaliu,Negru,Bej,Orchid,Hyacinth,Dahlia
Feminin,46+,Portocaliu,Albastru,Maro,Orchid,Daisy,Dahlia
Masculin,46+,Albastru,Bej,Portocaliu,Crocus,Orchid,Carnation
Masculin,Under 18,Maro,Portocaliu,Bej,Hyacinth,Dahlia,Sunflower
Feminin,Under 18,Albastru,Negru,Maro,Orchid,Dahlia,Crocus
Masculin,Under 18,Maro,Albastru,Portocaliu,Crocus,Orchid,Daisy
Feminin,Under 18,Negru,Portocaliu,Albastru,Daisy,Sunflower,Dahlia
Masculin,46+,Portocaliu,Albastru,Maro,Carnation,Orchid,Hyacinth
Feminin,Under 18,Negru,Albastru,Bej,Crocus,Sunflower,Carnation
Masculin,46+,Albastru,Maro,Portocaliu,Orchid,Daisy,Dahlia
Masculin,Under 18,Negru,Maro,Portocaliu,Hyacinth,Orchid,Carnation
Masculin,Under 18,Bej,Negru,Maro,Hyacinth,Sunflower,Carnation
Feminin,Under 18,Negru,Albastru,Bej,Sunflower,Orchid,Daisy
Feminin,Under 18,Bej,Maro,Negru,Carnation,Daisy,Sunflower
Feminin,Under 18,Negru,Bej,Portocaliu,Orchid,Hyacinth,Daisy
Feminin,Under 18,Albastru,Portocaliu,Maro,Daisy,Carnation,Sunflower
Masculin,46+,Albastru,Negru,Maro,Orchid,Hyacinth,Sunflower
Masculin,Under 18,Bej,Negru,Portocaliu,Dahlia,Orchid,Daisy
Masculin,46+,Bej,Negru,Portocaliu,Orchid,Dahlia,Hyacinth
Masculin,Under 18,Bej,Portocaliu,Albastru,Orchid,Daisy,Hyacinth
Masculin,Under 18,Negru,Portocaliu,Bej,Orchid,Daisy,Dahlia
Feminin,46+,Bej,Maro,Negru,Carnation,Hyacinth,Orchid
Feminin,Under 18,Negru,Albastru,Bej,Hyacinth,Dahlia,Carnation
Feminin,46+,Maro,Portocaliu,Negru,Orchid,Daisy,Hyacinth
Feminin,Under 18,Negru,Albastru,Bej,Orchid,Dahlia,Sunflower
Masculin,Under 18,Bej,Negru,Albastru,Carnation,Crocus,Dahlia
Masculin,46+,Negru,Bej,Albastru,Crocus,Orchid,Sunflower
Feminin,46+,Portocaliu,Bej,Negru,Hyacinth,Carnation,Sunflower
Masculin,46+,Bej,Albastru,Maro,Dahlia,Orchid,Crocus
Masculin,Under 18,Negru,Portocaliu,Bej,Dahlia,Crocus,Orchid
Feminin,46+,Negru,Albastru,Maro,Sunflower,Daisy,Hyacinth
Masculin,46+,Portocaliu,Bej,Maro,Hyacinth,Orchid,Carnation
Feminin,46+,Negru,Albastru,Maro,Crocus,Orchid,Daisy
Masculin,Under 18,Negru,Portocaliu,Bej,Sunflower,Hyacinth,Orchid
Feminin,46+,Portocaliu,Maro,Negru,Hyacinth,Carnation,Orchid
Feminin,Under 18,Portocaliu,Albastru,Bej,Crocus,Orchid,Daisy
Feminin,Under 18,Negru,Portocaliu,Bej,Orchid,Daisy,Hyacinth
Feminin,Under 18,Albastru,Portocaliu,Bej,Orchid,Sunflower,Hyacinth
Feminin,Under 18,Negru,Portocaliu,Albastru,Orchid,Daisy,Dahlia
Feminin,46+,Bej,Albastru,Portocaliu,Dahlia,Orchid,Sunflower
Feminin,46+,Bej,Negru,Albastru,Daisy,Hyacinth,Crocus
Feminin,46+,Portocaliu,Bej,Maro,Daisy,Crocus,Sunflower
Masculin,46+,Maro,Portocaliu,Negru,Hyacinth,Orchid,Sunflower
Masculin,Under 18,Albastru,Negru,Maro,Daisy,Sunflower,Dahlia
Masculin,Under 18,Negru,Albastru,Maro,Crocus,Sunflower,Orchid
Masculin,46+,Maro,Negru,Portocaliu,Dahlia,Sunflower,Orchid
Masculin,Under 18,Portocaliu,Albastru,Negru,Dahlia,Sunflower,Carnation
Feminin,46+,Portocaliu,Maro,Negru,Dahlia,Sunflower,Daisy
Masculin,46+,Albastru,Negru,Bej,Dahlia,Hyacinth,Sunflower
Feminin,46+,Negru,Portocaliu,Albastru,Orchid,Carnation,Sunflower
Feminin,46+,Portocaliu,Maro,Negru,Sunflower,Carnation,Orchid
Feminin,46+,Negru,Bej,Maro,Daisy,Dahlia,Crocus
Masculin,Under 18,Bej,Maro,Portocaliu,Orchid,Hyacinth,Sunflower
Feminin,46+,Negru,Bej,Portocaliu,Orchid,Dahlia,Daisy
Feminin,46+,Maro,Negru,Bej,Orchid,Dahlia,Hyacinth
Feminin,46+,Negru,Albastru,Portocaliu,Crocus,Dahlia,Carnation
Masculin,46+,Maro,Portocaliu,Albastru,Orchid,Dahlia,Hyacinth
Masculin,Under 18,Maro,Bej,Negru,Daisy,Hyacinth,Crocus
Masculin,Under 18,Maro,Bej,Portocaliu,Sunflower,Dahlia,Carnation
Masculin,Under 18,Negru,Maro,Albastru,Dahlia,Daisy,Hyacinth
Masculin,Under 18,Albastru,Negru,Portocaliu,Sunflower,Carnation,Dahlia
Feminin,46+,Bej,Maro,Portocaliu,Dahlia,Carnation,Hyacinth
Masculin,Under 18,Negru,Maro,Portocaliu,Daisy,Sunflower,Carnation
Masculin,Under 18,Negru,Portocaliu,Albastru,Hyacinth,Dahlia,Crocus
Feminin,46+,Portocaliu,Albastru,Negru,Carnation,Orchid,Daisy
Feminin,Under 18,Portocaliu,Maro,Negru,Sunflower,Crocus,Dahlia
Masculin,Under 18,Maro,Negru,Bej,Orchid,Carnation,Daisy
Feminin,Under 18,Bej,Albastru,Maro,Hyacinth,Orchid,Daisy
Masculin,Under 18,Negru,Albastru,Maro,Daisy,Orchid,Dahlia
Feminin,Under 18,Negru,Maro,Albastru,Carnation,Dahlia,Sunflower
Masculin,Under 18,Bej,Portocaliu,Maro,Carnation,Daisy,Crocus
Feminin,46+,Albastru,Maro,Negru,Hyacinth,Orchid,Crocus
Masculin,46+,Portocaliu,Bej,Maro,Daisy,Hyacinth,Orchid
Feminin,Under 18,Albastru,Maro,Portocaliu,Orchid,Hyacinth,Sunflower
Feminin,Under 18,Portocaliu,Albastru,Bej,Crocus,Sunflower,Hyacinth
Feminin,46+,Portocaliu,Albastru,Negru,Crocus,Dahlia,Sunflower
Masculin,46+,Maro,Albastru,Portocaliu,Orchid,Sunflower,Carnation
Masculin,Under 18,Albastru,Negru,Bej,Crocus,Dahlia,Orchid
Feminin,Under 18,Maro,Albastru,Negru,Daisy,Crocus,Dahlia
Feminin,Under 18,Bej,Negru,Portocaliu,Crocus,Sunflower,Orchid
Feminin,Under 18,Bej,Maro,Negru,Daisy,Orchid,Hyacinth
Masculin,Under 18,Maro,Bej,Portocaliu,Orchid,Sunflower,Hyacinth
Feminin,46+,Bej,Negru,Portocaliu,Carnation,Hyacinth,Crocus
Masculin,46+,Negru,Albastru,Maro,Dahlia,Carnation,Daisy
Feminin,Under 18,Albastru,Maro,Bej,Crocus,Carnation,Dahlia
Masculin,Under 18,Maro,Albastru,Portocaliu,Dahlia,Carnation,Sunflower
Feminin,46+,Portocaliu,Albastru,Bej,Dahlia,Orchid,Carnation
Feminin,Under 18,Albastru,Negru,Portocaliu,Crocus,Sunflower,Dahlia
Masculin,Under 18,Portocaliu,Negru,Bej,Crocus,Sunflower,Daisy
Feminin,46+,Negru,Bej,Albastru,Orchid,Hyacinth,Carnation
Masculin,46+,Maro,Albastru,Portocaliu,Crocus,Orchid,Dahlia
Feminin,46+,Bej,Portocaliu,Maro,Crocus,Carnation,Hyacinth
Feminin,46+,Bej,Portocaliu,Albastru,Dahlia,Orchid,Daisy
Masculin,Under 18,Portocaliu,Negru,Bej,Carnation,Orchid,Crocus
Feminin,46+,Portocaliu,Albastru,Maro,Daisy,Hyacinth,Orchid
Feminin,Under 18,Portocaliu,Negru,Maro,Crocus,Carnation,Hyacinth
Feminin,46+,Bej,Maro,Portocaliu,Hyacinth,Carnation,Orchid
Masculin,Under 18,Negru,Albastru,Bej,Hyacinth,Sunflower,Dahlia
Feminin,Under 18,Albastru,Bej,Negru,Orchid,Dahlia,Carnation
Feminin,46+,Negru,Bej,Maro,Hyacinth,Sunflower,Daisy
Feminin,46+,Negru,Albastru,Maro,Hyacinth,Dahlia,Sunflower
Feminin,Under 18,Portocaliu,Maro,Albastru,Dahlia,Daisy,Orchid
Feminin,Under 18,Albastru,Negru,Bej,Sunflower,Daisy,Hyacinth
Feminin,Under 18,Portocaliu,Albastru,Bej,Carnation,Crocus,Hyacinth
Masculin,46+,Negru,Bej,Maro,Dahlia,Sunflower,Crocus
Masculin,46+,Albastru,Portocaliu,Maro,Sunflower,Hyacinth,Dahlia
Masculin,Under 18,Negru,Portocaliu,Maro,Crocus,Sunflower,Dahlia
Feminin,Under 18,Albastru,Bej,Portocaliu,Daisy,Crocus,Hyacinth
Feminin,Under 18,Albastru,Maro,Bej,Carnation,Daisy,Hyacinth
Feminin,Under 18,Maro,Bej,Negru,Dahlia,Daisy,Orchid
Feminin,46+,Bej,Albastru,Negru,Crocus,Orchid,Daisy
Feminin,Under 18,Maro,Portocaliu,Negru,Daisy,Sunflower,Crocus
Feminin,46+,Albastru,Portocaliu,Maro,Sunflower,Hyacinth,Dahlia
Feminin,Under 18,Bej,Albastru,Portocaliu,Carnation,Hyacinth,Dahlia
Masculin,46+,Maro,Bej,Albastru,Crocus,Dahlia,Orchid
Feminin,Under 18,Bej,Albastru,Negru,Hyacinth,Orchid,Dahlia
Feminin,Under 18,Albastru,Portocaliu,Negru,Sunflower,Orchid,Dahlia
Masculin,Under 18,Negru,Bej,Portocaliu,Crocus,Daisy,Dahlia
Masculin,46+,Negru,Portocaliu,Albastru,Carnation,Crocus,Dahlia
Feminin,Under 18,Negru,Portocaliu,Maro,Sunflower,Carnation,Crocus
Masculin,Under 18,Maro,Bej,Negru,Hyacinth,Daisy,Dahlia
Masculin,Under 18,Maro,Portocaliu,Negru,Crocus,Hyacinth,Daisy
Feminin,Under 18,Bej,Portocaliu,Maro,Sunflower,Orchid,Crocus
Feminin,Under 18,Negru,Albastru,Portocaliu,Dahlia,Sunflower,Orchid
Masculin,46+,Maro,Negru,Portocaliu,Sunflower,Hyacinth,Orchid
Feminin,46+,Portocaliu,Negru,Maro,Daisy,Sunflower,Carnation
Masculin,Under 18,Negru,Maro,Portocaliu,Daisy,Hyacinth,Dahlia
Masculin,46+,Bej,Albastru,Maro,Hyacinth,Crocus,Orchid
Feminin,46+,Albastru,Negru,Portocaliu,Hyacinth,Orchid,Carnation
Masculin,46+,Negru,Maro,Bej,Dahlia,Daisy,Carnation
Feminin,Under 18,Albastru,Portocaliu,Maro,Carnation,Daisy,Crocus
Feminin,Under 18,Negru,Portocaliu,Bej,Orchid,Daisy,Sunflower
Feminin,46+,Bej,Albastru,Portocaliu,Orchid,Dahlia,Carnation
Masculin,46+,Bej,Portocaliu,Albastru,Carnation,Dahlia,Daisy
Masculin,Under 18,Maro,Portocaliu,Bej,Daisy,Crocus,Orchid
Masculin,Under 18,Maro,Bej,Negru,Daisy,Sunflower,Hyacinth
Masculin,Under 18,Maro,Portocaliu,Negru,Carnation,Daisy,Sunflower
Feminin,Under 18,Bej,Maro,Albastru,Carnation,Daisy,Orchid
Feminin,Under 18,Albastru,Portocaliu,Negru,Orchid,Crocus,Hyacinth
Masculin,Under 18,Maro,Portocaliu,Bej,Dahlia,Daisy,Orchid
Feminin,46+,Bej,Negru,Albastru,Hyacinth,Orchid,Dahlia
Masculin,Under 18,Maro,Portocaliu,Bej,Hyacinth,Orchid,Dahlia
Masculin,46+,Albastru,Portocaliu,Negru,Dahlia,Sunflower,Crocus
Masculin,Under 18,Bej,Portocaliu,Maro,Hyacinth,Carnation,Daisy
Masculin,Under 18,Negru,Portocaliu,Bej,Carnation,Dahlia,Sunflower
Feminin,46+,Maro,Negru,Albastru,Daisy,Carnation,Hyacinth
Masculin,46+,Bej,Portocaliu,Negru,Daisy,Sunflower,Dahlia
Masculin,Under 18,Negru,Maro,Portocaliu,Sunflower,Hyacinth,Crocus
Feminin,46+,Portocaliu,Bej,Negru,Dahlia,Hyacinth,Orchid
Masculin,Under 18,Bej,Portocaliu,Negru,Orchid,Carnation,Dahlia
Masculin,Under 18,Albastru,Negru,Portocaliu,Carnation,Dahlia,Sunflower
Masculin,Under 18,Bej,Portocaliu,Negru,Dahlia,Carnation,Sunflower
Feminin,46+,Portocaliu,Albastru,Bej,Crocus,Dahlia,Daisy
Feminin,Under 18,Negru,Bej,Maro,Sunflower,Hyacinth,Dahlia
Masculin,Under 18,Maro,Portocaliu,Albastru,Hyacinth,Sunflower,Daisy
Masculin,46+,Portocaliu,Maro,Negru,Hyacinth,Daisy,Sunflower
Masculin,Under 18,Albastru,Maro,Bej,Sunflower,Hyacinth,Dahlia
Feminin,46+,Portocaliu,Albastru,Bej,Sunflower,Daisy,Carnation
Feminin,46+,Albastru,Bej,Maro,Crocus,Orchid,Hyacinth
Feminin,46+,Maro,Albastru,Bej,Dahlia,Daisy,Crocus
